,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,sqft_living15,sqft_lot15,month_sold,year_built,year_renovated,Geo_Clusters
5018,540000.0,4,2.5,2290,4450,2.0,0.0,0.0,3,9,2290,0.0,2570,5096,7,10.0,12,0
5020,1170000.0,4,3.75,3920,4500,3.0,0.0,0.0,3,8,3920,0.0,2040,3000,3,11.0,12,2
5021,576000.0,3,1.75,1500,13891,1.0,0.0,0.0,4,7,1500,0.0,2020,13891,4,5.0,12,1
5022,525000.0,3,1.75,1720,7200,1.0,0.0,0.0,3,7,1140,580.0,1700,8400,4,7.0,12,0
5023,324950.0,4,2.5,2641,8615,2.0,0.0,0.0,3,7,2641,0.0,2641,8091,8,9.0,12,5
5025,464000.0,3,2.5,2460,5400,1.0,0.0,0.0,4,8,1520,940.0,1745,5400,8,10.0,12,1
5026,266000.0,4,2.25,1995,7102,2.0,0.0,0.0,4,8,1995,0.0,1880,7950,7,8.0,12,5
5028,415000.0,3,1.75,1270,4800,1.0,0.0,0.0,3,7,1270,0.0,1220,4800,6,5.0,11,4
5029,550000.0,4,2.75,3080,6731,2.0,0.0,3.0,3,9,3080,0.0,3080,6731,9,10.0,12,1
5030,235000.0,3,2.25,1670,7606,2.0,0.0,0.0,3,7,1670,0.0,1670,7433,1,8.0,12,3
5031,280000.0,3,2.0,1470,8089,1.0,0.0,0.0,3,7,1470,0.0,1530,7721,6,8.0,12,5
5032,459000.0,3,1.75,1730,7807,1.0,0.0,0.0,3,7,1260,470.0,1800,7650,10,7.0,12,0
5033,195000.0,3,1.0,1070,7615,1.0,0.0,0.0,4,7,1070,0.0,1240,6906,10,6.0,12,5
5034,235000.0,3,1.5,1660,8738,1.0,0.0,0.0,4,7,1080,580.0,1500,8466,11,5.0,12,5
5036,440000.0,3,2.5,1040,1032,3.0,0.0,0.0,3,7,1040,0.0,1290,1275,1,10.0,12,2
5037,515000.0,2,1.0,970,3300,1.0,0.0,0.0,4,7,970,0.0,1060,3600,2,1.0,12,2
5038,1200000.0,5,2.75,2910,9480,1.5,0.0,0.0,3,8,2910,0.0,2940,6600,5,3.0,12,2
5039,560000.0,3,1.75,2340,12443,1.5,0.0,0.0,4,8,2340,0.0,1970,9600,4,6.0,12,1
5040,340000.0,3,1.75,1880,11249,1.0,0.0,0.0,3,7,1330,550.0,1870,14547,6,8.0,12,5
5041,600000.0,2,1.0,1110,3500,1.5,0.0,0.0,3,6,970,140.0,1884,1778,11,1.0,12,2
5042,764000.0,4,2.5,2790,7938,2.0,0.0,0.0,3,9,2790,0.0,2780,7779,6,9.0,12,0
5043,337000.0,4,2.0,1590,8779,1.0,0.0,0.0,3,8,1590,0.0,2090,9600,7,10.0,12,0
5045,249000.0,4,1.0,1200,7552,1.0,0.0,0.0,3,6,1060,140.0,1580,7680,11,1.0,12,4
5047,269950.0,3,2.25,1510,6000,1.0,0.0,0.0,4,7,1150,360.0,1510,6000,1,9.0,12,3
5049,1300000.0,4,2.5,3070,4000,2.0,0.0,0.0,4,8,2070,1000.0,2560,4000,3,3.0,12,2
5050,475000.0,4,2.25,2110,7560,2.0,0.0,0.0,4,8,2110,0.0,2110,7560,9,7.0,12,0
5051,339000.0,3,2.0,2350,8459,1.5,0.0,0.0,3,9,2350,0.0,2430,8459,3,8.0,12,5
5053,397500.0,4,1.75,2220,4760,1.0,0.0,0.0,3,7,1320,900.0,940,4760,8,1.0,12,4
5055,460000.0,3,2.0,1760,9055,2.0,0.0,0.0,4,7,1760,0.0,2010,9383,5,8.0,12,0
5056,370000.0,4,2.75,2200,5207,1.0,0.0,0.0,5,7,1120,1080.0,1210,6008,12,5.0,12,2
5057,250000.0,4,1.0,1550,7296,1.5,0.0,0.0,3,6,1550,0.0,1370,7680,3,5.0,12,4
5059,430000.0,2,2.25,1040,1516,2.0,0.0,0.0,3,8,1040,0.0,1560,1920,9,10.0,12,4
5060,1090000.0,3,1.5,2560,4000,1.5,0.0,0.0,5,8,1660,900.0,2560,4000,8,2.0,12,2
5061,670000.0,3,1.75,1850,8160,1.0,0.0,0.0,3,8,1850,0.0,1600,8160,4,5.0,12,2
5062,461550.0,3,1.5,2090,11895,1.0,0.0,0.0,3,7,1790,300.0,2180,11072,4,5.0,12,4
5063,479990.0,3,2.5,2010,2386,2.0,0.0,0.0,3,8,1390,620.0,1690,1870,8,11.0,12,6
5064,643000.0,4,2.5,2518,4663,2.0,0.0,0.0,3,8,2518,0.0,2280,4525,4,10.0,12,6
5065,607000.0,3,2.75,2810,12813,2.0,0.0,0.0,3,8,2040,770.0,1890,10336,9,8.0,12,0
5066,625000.0,3,2.5,2600,10092,1.0,0.0,0.0,3,9,2600,0.0,2440,9298,5,8.0,12,0
5067,731100.0,3,2.5,2060,8778,1.0,0.0,0.0,3,8,1160,900.0,1990,7560,7,5.0,10,4
5069,435000.0,4,2.5,2130,10375,2.0,0.0,0.0,4,8,2130,0.0,2220,8508,11,8.0,12,1
5071,740000.0,3,1.0,1230,6380,1.5,0.0,0.0,3,7,1230,0.0,1250,6380,4,2.0,12,2
5072,740000.0,3,1.75,2020,9478,1.0,0.0,0.0,4,9,2020,0.0,3050,15594,12,6.0,12,1
5073,250000.0,3,2.0,1430,7280,1.0,0.0,0.0,3,7,990,440.0,1430,7280,11,7.0,12,5
5074,656000.0,2,2.5,2270,1763,3.0,0.0,0.0,3,7,1820,450.0,2180,1763,3,10.0,12,0
5075,300000.0,4,2.5,1910,8058,2.0,0.0,0.0,3,8,1910,0.0,1910,6500,10,9.0,12,3
5077,311000.0,4,2.5,2690,6124,2.0,0.0,0.0,3,7,2690,0.0,2300,6002,8,10.0,12,3
5078,360000.0,3,1.75,1330,7482,1.0,0.0,0.0,4,7,1330,0.0,1480,8096,7,7.0,12,0
5079,475000.0,4,2.5,3060,10043,1.0,0.0,0.0,4,8,1700,1360.0,1630,8296,5,6.0,12,2
5080,469950.0,3,3.25,1760,1778,3.0,0.0,0.0,3,8,1760,0.0,1520,1615,8,10.0,12,2
5081,240000.0,3,1.75,1570,8750,1.0,0.0,0.0,3,7,1570,0.0,1890,8825,7,5.0,12,4
5082,232000.0,2,1.0,960,8100,1.0,0.0,0.0,3,6,810,150.0,960,12150,9,3.0,12,4
5085,355000.0,3,2.25,1960,7000,1.0,0.0,0.0,3,8,1600,360.0,1980,7140,12,7.0,12,1
5086,475000.0,4,2.0,1790,2250,1.0,0.0,2.0,4,7,840,950.0,1440,1545,5,0.0,12,2
5087,823000.0,3,2.5,2560,9825,2.0,0.0,0.0,4,9,2560,0.0,2710,12034,3,8.0,12,1
5088,395000.0,2,1.5,1010,3060,1.0,0.0,0.0,4,7,1010,0.0,1160,4080,11,1.0,12,2
5089,499000.0,4,3.75,2560,5250,2.0,0.0,0.0,3,7,1900,660.0,1400,5250,4,6.0,10,2
5090,420000.0,2,1.75,1200,3136,1.0,0.0,0.0,3,7,800,400.0,1330,3164,4,0.0,10,2
5091,961500.0,3,2.5,3910,14000,2.0,0.0,0.0,3,10,3910,0.0,2280,14000,8,9.0,12,0
5092,833000.0,4,1.75,2260,12238,1.0,0.0,0.0,3,9,2260,0.0,2430,10204,3,6.0,12,1
5093,479000.0,3,2.25,2110,11319,2.0,0.0,0.0,4,8,2110,0.0,1860,11319,6,7.0,12,0
5094,1150000.0,4,2.5,3340,10422,2.0,0.0,0.0,3,10,3340,0.0,1770,9490,7,9.0,12,0
5095,267000.0,3,1.0,1400,8100,1.5,0.0,0.0,3,6,1400,0.0,1420,8100,7,4.0,12,2
5097,490000.0,3,2.5,2010,9725,2.0,0.0,0.0,4,8,2010,0.0,1850,6858,7,8.0,12,6
5098,619000.0,4,2.0,2300,3400,1.5,0.0,0.0,5,8,1550,750.0,1670,4200,5,1.0,12,2
5100,549000.0,3,2.0,1340,3000,2.0,0.0,0.0,5,7,1340,0.0,1120,3000,11,0.0,12,2
5101,422500.0,3,1.75,1560,7245,1.5,0.0,0.0,3,7,1560,0.0,2220,8502,10,6.0,8,0
5102,400000.0,4,3.5,3350,9681,1.0,0.0,1.0,3,7,2140,1210.0,2580,9681,8,7.0,12,5
5103,692500.0,4,2.75,3710,7984,2.0,0.0,0.0,3,9,3710,0.0,2950,7984,7,9.0,12,6
5104,310000.0,4,2.5,2430,5499,2.0,0.0,0.0,3,8,2430,0.0,2890,5190,6,10.0,12,3
5105,499900.0,3,1.75,2430,8820,1.0,0.0,2.0,3,8,1630,800.0,2390,10050,12,7.0,12,1
5106,492000.0,3,2.25,2100,7335,2.0,0.0,0.0,3,8,2100,0.0,2050,8930,8,8.0,12,0
5108,800000.0,3,2.5,1630,2640,2.0,0.0,0.0,5,8,1630,0.0,1630,3000,7,1.0,12,2
5109,832600.0,4,1.0,1640,4200,1.5,0.0,0.0,3,7,1640,0.0,1730,3990,4,2.0,12,2
5110,470000.0,4,2.75,2310,7350,1.0,0.0,0.0,3,8,1670,640.0,2600,6077,3,8.0,12,0
5111,542000.0,2,2.0,1930,4500,1.0,0.0,0.0,3,8,1930,0.0,1670,5200,10,10.0,12,0
5113,308130.0,4,2.5,2300,7500,1.0,0.0,3.0,2,7,1650,650.0,2300,7500,10,5.0,12,5
5114,310000.0,2,1.0,1050,2699,1.0,0.0,0.0,3,7,1050,0.0,1240,2671,3,10.0,12,6
5115,235000.0,2,1.0,1500,8015,1.0,0.0,0.0,3,6,1500,0.0,1130,8015,10,4.0,12,4
5116,215000.0,3,1.0,1150,7560,1.0,0.0,0.0,4,6,1150,0.0,1230,7560,9,5.0,12,1
5117,210000.0,4,1.5,1920,10403,1.0,0.0,0.0,3,7,1370,550.0,1550,9619,6,5.0,12,5
5119,245000.0,3,1.75,1720,9342,1.0,0.0,0.0,4,7,1140,580.0,1330,7540,12,8.0,12,5
5121,299000.0,4,2.5,2400,6078,2.0,0.0,0.0,3,8,2400,0.0,2406,7642,2,10.0,12,5
5123,198000.0,4,1.75,2080,7200,1.0,0.0,0.0,4,7,1050,1030.0,1500,7350,7,6.0,12,5
5124,950000.0,5,3.25,3400,7452,2.0,0.0,0.0,3,10,3400,0.0,2650,8749,5,9.0,12,0
5125,300000.0,4,1.75,2200,7600,2.0,0.0,0.0,3,8,2200,0.0,1910,7600,2,7.0,12,5
5126,528000.0,5,1.75,2140,8580,1.0,0.0,0.0,3,7,1200,940.0,1600,9206,9,6.0,12,0
5129,255000.0,3,1.75,1340,7210,1.0,0.0,0.0,4,7,1340,0.0,1370,7210,2,7.0,12,1
5130,220000.0,1,1.5,1100,3451,1.5,0.0,0.0,4,8,1100,0.0,1400,4560,5,7.0,12,5
5131,690700.0,5,2.75,2870,5349,2.0,0.0,0.0,3,9,2870,0.0,2800,5000,2,10.0,12,1
5132,447000.0,2,1.0,1320,8380,1.0,0.0,0.0,3,7,1320,0.0,1290,8025,6,5.0,12,2
5134,700000.0,4,1.5,2470,6000,1.5,0.0,0.0,3,7,1480,990.0,2140,4000,3,3.0,12,2
5135,250000.0,4,2.75,1910,7700,1.0,0.0,0.0,4,7,1000,910.0,1880,7875,7,7.0,12,3
5136,320000.0,3,2.5,2130,6969,2.0,0.0,0.0,3,7,2130,0.0,1670,9545,5,10.0,12,3
5137,565000.0,4,2.5,2240,14667,2.0,0.0,0.0,4,9,2240,0.0,2410,11243,5,8.0,12,1
5138,754300.0,5,2.75,1800,4500,2.0,0.0,0.0,4,7,1680,120.0,1730,4500,4,3.0,12,2
5139,650000.0,3,1.5,2160,9000,1.0,0.0,2.0,4,8,1400,0.0,3010,9000,5,4.0,12,2
5140,529888.0,4,2.5,3140,8455,2.0,0.0,0.0,3,8,3140,0.0,3140,7391,2,10.0,12,1
5141,432000.0,3,2.5,1920,9812,2.0,0.0,0.0,3,8,1920,0.0,1830,10534,11,9.0,12,2
5142,235000.0,3,1.0,1050,7670,1.5,0.0,0.0,5,7,1050,0.0,1220,7670,3,5.0,12,3
5144,489000.0,4,2.5,3910,8442,2.0,0.0,0.0,3,9,2710,1200.0,2650,7576,4,9.0,12,3
5145,800000.0,4,2.75,3010,7427,2.0,0.0,0.0,3,8,3010,0.0,3000,4929,4,10.0,12,0
5146,370000.0,4,1.5,1370,9957,1.0,0.0,0.0,3,7,900,470.0,1510,8088,5,7.0,12,0
5147,436000.0,4,2.75,2080,9600,1.0,0.0,0.0,3,8,1240,840.0,1880,9525,12,7.0,12,2
5148,395000.0,3,2.5,2250,3757,2.0,0.0,0.0,3,7,2250,0.0,2250,4556,5,10.0,12,1
5149,377691.0,5,1.75,2120,8399,1.0,0.0,0.0,4,7,1320,800.0,2120,8398,5,4.0,12,2
5150,370000.0,5,3.0,2220,5185,2.0,0.0,3.0,3,7,2220,0.0,2340,6316,4,10.0,12,4
5151,515000.0,3,2.5,1440,4394,1.0,0.0,0.0,5,8,1440,0.0,1900,5893,10,8.0,12,6
5152,169000.0,3,1.0,910,7686,1.0,0.0,0.0,3,7,910,0.0,1020,7686,9,6.0,12,5
5153,475000.0,3,1.0,1270,4268,1.0,0.0,0.0,3,7,1270,0.0,1310,4080,3,2.0,12,2
5154,420000.0,3,2.5,2480,6180,2.0,0.0,0.0,3,9,2480,0.0,2870,6180,4,9.0,12,5
5156,822000.0,3,2.0,2410,13300,2.0,0.0,0.0,3,9,1840,570.0,2930,10900,2,8.0,12,1
5158,485000.0,3,2.25,1570,6810,1.0,0.0,0.0,3,8,1180,390.0,1620,6584,3,8.0,12,0
5159,270000.0,4,1.0,1900,8505,1.0,0.0,0.0,3,7,1200,700.0,1440,8505,8,5.0,12,1
5161,878000.0,4,2.5,3810,7728,2.0,0.0,0.0,3,9,3810,0.0,3290,7728,4,10.0,12,0
5162,590000.0,3,2.5,2290,4203,2.0,0.0,0.0,3,9,2290,0.0,2290,5089,4,10.0,12,1
5163,611900.0,1,2.25,1220,2100,2.0,0.0,2.0,4,8,1220,0.0,3150,6000,11,4.0,7,0
5164,240000.0,3,1.75,1100,7373,1.0,0.0,0.0,4,7,1100,0.0,1430,8415,3,6.0,12,5
5165,395000.0,4,2.5,2810,10951,2.0,0.0,0.0,3,8,2810,0.0,1680,6625,4,10.0,12,5
5166,169000.0,3,1.0,890,7110,1.0,0.0,0.0,3,6,890,0.0,1100,8375,7,5.0,12,4
5167,200500.0,3,2.0,1280,14972,1.0,0.0,0.0,3,7,1280,0.0,1800,9698,3,6.0,12,1
5168,308000.0,3,2.5,2320,7140,2.0,0.0,0.0,3,8,2320,0.0,2360,7955,4,8.0,12,5
5169,290256.0,3,2.25,1720,7885,2.0,0.0,0.0,3,8,1720,0.0,2340,7885,7,8.0,12,5
5170,279950.0,3,1.75,1530,8800,1.0,0.0,0.0,4,7,1040,490.0,1530,8690,4,6.0,12,1
5171,195000.0,3,1.75,1580,7875,1.0,0.0,0.0,3,7,1580,0.0,1560,8314,8,7.0,12,3
5172,630000.0,3,1.0,1360,13000,1.0,0.0,0.0,5,6,1360,0.0,1890,19650,8,4.0,12,3
5174,478000.0,3,2.25,1640,3896,2.0,0.0,0.0,3,8,1640,0.0,1780,3999,7,9.0,12,6
5175,835000.0,3,2.25,2520,6690,2.0,0.0,2.0,5,8,1700,820.0,1990,5792,8,4.0,8,4
5176,639000.0,3,2.25,1400,2421,2.0,0.0,0.0,3,9,1400,0.0,1500,2743,4,10.0,12,0
5177,623000.0,4,2.75,2300,12633,2.0,0.0,0.0,3,9,2300,0.0,2240,9246,10,8.0,12,0
5178,220000.0,3,1.75,1900,7680,1.0,0.0,0.0,3,7,1260,640.0,2000,7740,12,5.0,12,4
5180,243500.0,2,1.0,900,5016,1.0,0.0,0.0,3,6,900,0.0,1420,5184,1,4.0,12,4
5181,750000.0,4,2.5,2980,4930,2.0,0.0,0.0,3,9,2890,90.0,2980,6099,5,9.0,12,1
5182,329000.0,4,2.0,1850,9126,1.0,0.0,0.0,5,7,1850,0.0,1730,9110,3,6.0,12,1
5183,525000.0,4,1.0,1570,4000,1.5,0.0,0.0,3,7,1570,0.0,1610,4000,9,1.0,12,2
5184,190000.0,2,1.0,670,3101,1.0,0.0,0.0,4,6,670,0.0,1660,4100,3,4.0,12,4
5185,772650.0,4,2.5,2660,10800,1.0,0.0,0.0,3,7,2660,0.0,2640,10800,6,5.0,11,1
5186,355000.0,3,2.5,2110,4038,2.0,0.0,0.0,4,8,2110,0.0,2110,3727,7,8.0,12,3
5188,678500.0,3,2.75,1210,3600,1.5,0.0,2.0,5,7,1210,0.0,1630,3910,3,0.0,12,2
5189,669950.0,4,2.5,2670,11877,2.0,0.0,0.0,3,9,2670,0.0,2430,11333,6,9.0,12,0
5191,572000.0,3,2.75,2200,3885,2.0,0.0,0.0,3,8,2200,0.0,2710,6000,8,10.0,12,0
5192,492450.0,3,1.75,1540,13002,1.0,0.0,0.0,2,8,1200,0.0,1620,10098,8,8.0,12,0
5193,813000.0,3,1.75,2080,11866,1.0,0.0,0.0,3,8,2080,0.0,2240,10696,10,5.0,12,1
5194,710000.0,3,2.0,1780,9732,1.0,0.0,0.0,3,8,1780,0.0,1900,10200,8,6.0,12,1
5195,792500.0,3,1.5,1960,2400,2.0,0.0,0.0,3,8,1330,630.0,2090,4000,12,1.0,12,2
5196,285900.0,5,1.5,1690,7725,1.5,0.0,0.0,4,7,1690,0.0,1690,7739,3,6.0,12,5
5197,389000.0,3,2.0,2080,12972,1.0,0.0,0.0,4,7,1250,830.0,1530,10089,5,8.0,12,5
5198,675000.0,3,2.25,2070,2833,2.0,0.0,2.0,3,8,1490,580.0,1940,3794,12,6.0,12,4
5201,768500.0,4,1.75,3620,10400,1.0,0.0,0.0,4,8,1820,1800.0,2410,10400,1,6.0,12,0
5202,500000.0,4,2.0,2330,7778,1.0,0.0,0.0,3,7,1230,1100.0,1250,8160,12,6.0,12,2
5203,685000.0,3,2.5,1460,8800,1.0,0.0,0.0,4,7,1460,0.0,2200,8800,12,5.0,12,1
5204,648475.0,4,2.75,2250,5700,1.0,0.0,0.0,3,8,1200,1050.0,1720,3850,5,5.0,12,2
5206,895000.0,4,2.75,2640,4000,2.0,0.0,0.0,5,8,1730,910.0,1530,3740,9,2.0,12,2
5207,195000.0,3,1.0,1310,9554,1.0,0.0,0.0,3,7,960,350.0,1310,9845,4,6.0,12,5
5208,368000.0,4,2.5,2720,7350,2.0,0.0,0.0,3,9,2720,0.0,2570,8336,12,8.0,12,5
5209,997000.0,4,3.5,3430,13609,2.0,0.0,0.0,3,11,3430,0.0,3880,11614,2,10.0,12,1
5211,250000.0,3,2.0,1170,7258,1.0,0.0,0.0,3,7,1170,0.0,1410,7750,5,8.0,12,5
5212,278500.0,3,1.75,1390,8980,1.0,0.0,0.0,4,8,1390,0.0,1770,9085,3,8.0,12,3
5213,260000.0,4,1.5,1540,7300,2.0,0.0,0.0,3,7,1540,0.0,1580,7650,1,7.0,12,5
5214,162500.0,2,1.0,760,6141,1.0,0.0,0.0,2,6,760,0.0,900,4120,10,1.0,12,4
5215,239000.0,4,1.0,1280,8316,1.0,0.0,0.0,3,6,1280,0.0,1310,7830,7,4.0,12,4
5216,600000.0,4,2.5,2990,5122,2.0,0.0,0.0,3,8,2990,0.0,3140,7875,11,10.0,12,0
5217,350000.0,4,2.25,1770,7778,2.0,0.0,0.0,3,7,1770,0.0,1770,7591,4,9.0,12,1
5218,852500.0,5,3.75,3830,8131,2.0,0.0,0.0,3,10,3830,0.0,3570,7290,12,10.0,12,6
5219,485000.0,3,2.5,2870,5490,2.0,0.0,0.0,3,9,2870,0.0,3040,5442,7,10.0,12,1
5220,299000.0,3,1.0,1520,8320,1.0,0.0,0.0,3,6,1520,0.0,1500,8320,10,5.0,12,2
5221,227450.0,2,1.0,660,6509,1.0,0.0,0.0,4,5,660,0.0,970,5713,4,5.0,12,1
5222,383000.0,3,1.0,1800,5612,1.0,0.0,0.0,4,7,1200,600.0,1450,5250,5,4.0,12,4
5224,760000.0,5,1.5,3050,2992,1.5,0.0,0.0,4,8,1920,1130.0,1200,1209,2,3.0,12,2
5225,532500.0,2,1.0,820,3000,1.0,0.0,0.0,4,7,820,0.0,1490,3000,2,2.0,12,2
5227,438500.0,3,2.0,1490,3072,1.0,0.0,0.0,5,7,770,720.0,1320,3072,8,1.0,12,4
5228,545500.0,3,2.5,1560,9361,1.5,0.0,0.0,4,7,1360,200.0,1670,6244,6,3.0,12,4
5229,675000.0,3,1.75,1660,9549,1.0,0.0,0.0,3,7,1660,0.0,2090,9549,4,5.0,12,0
5230,450000.0,3,1.75,1180,4080,1.0,0.0,0.0,4,6,760,420.0,1490,4080,6,2.0,12,2
5231,199999.0,3,1.0,960,10815,1.0,0.0,0.0,5,5,960,0.0,1330,10815,12,nan,12,3
5234,292600.0,3,1.5,1520,7123,1.0,0.0,0.0,4,7,1520,0.0,1450,8023,7,5.0,12,1
5235,1040000.0,5,2.75,3050,8904,1.0,0.0,0.0,4,8,1650,1400.0,2920,8904,3,5.0,12,1
5236,610000.0,3,1.0,1000,4959,1.0,0.0,0.0,3,8,1000,0.0,2240,4959,10,4.0,12,2
5237,397450.0,4,2.5,2650,9451,2.0,0.0,0.0,4,8,2650,0.0,2510,8850,8,9.0,12,3
5239,370000.0,3,2.25,1770,7667,1.0,0.0,0.0,3,8,1270,500.0,2180,8103,1,6.0,12,2
5240,520000.0,3,2.25,1770,7667,1.0,0.0,0.0,3,8,1270,500.0,2180,8103,4,6.0,12,2
5241,260000.0,2,1.0,770,7906,1.0,0.0,0.0,4,6,770,0.0,990,7906,7,4.0,12,2
5242,890000.0,4,2.5,3370,7200,2.0,0.0,0.0,3,8,3370,0.0,1880,7200,11,11.0,12,2
5243,344000.0,5,2.0,2130,8412,1.0,0.0,0.0,3,7,1440,690.0,2310,7474,8,4.0,9,2
5244,205000.0,3,1.0,1050,8498,1.0,0.0,0.0,3,7,1050,0.0,1340,8498,6,5.0,12,5
5245,379000.0,5,2.5,2803,8550,1.0,0.0,0.0,3,8,2803,0.0,1810,8550,5,6.0,11,5
5246,424240.0,3,2.0,2080,12094,2.0,0.0,0.0,4,8,2080,0.0,2230,12204,8,8.0,12,0
5247,589950.0,3,2.0,2080,12094,2.0,0.0,0.0,4,8,2080,0.0,2230,12204,11,8.0,12,0
5248,582000.0,4,1.75,2120,4650,1.0,0.0,1.0,3,7,1190,930.0,2070,6487,5,5.0,12,2
5249,349000.0,3,2.5,2550,7709,2.0,0.0,0.0,3,9,2550,0.0,2410,9250,3,8.0,12,5
5250,658000.0,3,1.0,1290,12005,1.0,0.0,0.0,4,7,1290,0.0,1930,8000,4,6.0,12,0
5251,294000.0,5,2.75,1790,5000,1.5,0.0,0.0,4,7,1060,730.0,1400,5000,10,1.0,12,4
5252,690000.0,5,3.5,2720,7598,2.0,0.0,0.0,3,8,1860,860.0,2430,7728,6,9.0,12,2
5253,600000.0,3,1.0,1040,5000,1.5,0.0,2.0,3,7,1040,0.0,1440,4400,4,1.0,12,2
5254,199990.0,3,1.0,840,5200,1.0,0.0,0.0,3,6,840,0.0,870,5200,1,6.0,11,3
5255,220000.0,3,1.75,1650,8850,1.0,0.0,0.0,3,7,1650,0.0,1400,8800,12,5.0,12,5
5257,439990.0,4,2.5,1540,1994,2.0,0.0,0.0,3,8,1540,0.0,1540,1689,9,11.0,12,6
5258,815000.0,4,2.5,3880,7208,2.0,0.0,0.0,3,10,3880,0.0,3280,7221,3,10.0,12,6
5259,535000.0,4,2.25,1860,3766,2.0,0.0,0.0,3,8,1860,0.0,1860,4169,4,9.0,12,6
5260,215000.0,3,1.75,1280,10016,1.0,0.0,0.0,4,7,1280,0.0,1670,9764,11,7.0,12,5
5262,349900.0,3,2.5,2200,7278,2.0,0.0,0.0,3,8,2200,0.0,2190,8580,5,8.0,12,1
5263,495000.0,3,1.0,1570,5510,1.0,0.0,0.0,4,7,1070,500.0,1770,6380,2,3.0,12,2
5264,515100.0,3,2.5,2074,4900,2.0,0.0,0.0,3,8,2074,0.0,1840,7382,10,9.0,12,2
5266,657500.0,4,2.25,2520,10370,2.0,0.0,0.0,3,9,2520,0.0,2848,12682,1,7.0,12,0
5267,250000.0,5,1.75,2190,8250,1.0,0.0,2.0,3,7,1190,1000.0,2570,8250,1,6.0,12,1
5268,385000.0,5,1.75,2190,8250,1.0,0.0,2.0,3,7,1190,1000.0,2570,8250,4,6.0,12,1
5269,307000.0,3,1.5,2320,7500,1.0,0.0,0.0,3,7,2320,0.0,1480,10000,5,7.0,12,0
5270,288000.0,3,2.5,1370,9253,1.0,0.0,0.0,3,7,1090,280.0,1470,9253,5,9.0,12,3
5271,226450.0,3,1.75,1730,7200,1.5,0.0,0.0,4,6,1730,0.0,860,7200,10,4.0,12,5
5272,390000.0,3,2.5,1640,6991,1.0,0.0,0.0,3,7,1110,530.0,1860,7342,3,6.0,12,2
5273,350000.0,3,1.0,1300,10236,1.0,0.0,0.0,4,6,1300,0.0,1380,11325,9,7.0,12,6
5274,368000.0,3,1.5,1560,7884,1.0,0.0,0.0,3,7,1060,500.0,1820,9000,12,6.0,12,2
5275,469000.0,2,1.0,1120,4284,1.0,0.0,0.0,3,6,730,390.0,2050,4160,8,2.0,12,2
5278,410000.0,3,1.75,1440,8560,1.0,0.0,0.0,4,7,1440,0.0,1460,7560,1,7.0,12,2
5280,460000.0,3,1.75,1520,7700,1.0,0.0,0.0,3,7,820,700.0,1420,7674,3,6.0,12,0
5281,241500.0,4,2.5,2500,9654,1.0,0.0,0.0,3,8,1830,670.0,2500,8839,9,7.0,12,5
5283,279000.0,4,1.0,1210,6000,1.5,0.0,2.0,3,7,1210,0.0,1470,6000,8,4.0,12,1
5285,420000.0,3,1.5,1050,6615,1.0,0.0,0.0,4,6,800,250.0,1530,5250,10,4.0,12,2
5287,294950.0,3,1.0,1240,8840,1.0,0.0,0.0,3,6,1240,0.0,1250,8840,7,5.0,12,2
5288,1320000.0,4,3.5,3460,3997,2.0,0.0,0.0,3,10,2560,900.0,1860,4000,5,10.0,12,2
5289,335000.0,3,1.75,1270,4800,1.0,0.0,0.0,3,7,1270,0.0,1490,4800,9,5.0,12,2
5290,1160000.0,4,2.25,2980,8051,1.5,0.0,2.0,4,10,2020,960.0,2760,5499,6,3.0,12,2
5291,520000.0,2,1.0,1250,3708,1.5,0.0,0.0,3,7,1250,0.0,1430,3708,3,2.0,12,2
5292,560000.0,4,1.75,1740,8800,1.0,0.0,0.0,4,8,1740,0.0,2180,8436,9,6.0,12,0
5293,243400.0,4,1.5,1730,7464,2.0,0.0,0.0,4,7,1730,0.0,1370,7860,10,5.0,12,5
5294,405000.0,3,2.0,1240,14404,1.0,0.0,0.0,3,7,1240,0.0,1350,9990,5,8.0,12,0
5295,495000.0,2,1.0,1670,14695,1.5,0.0,0.0,5,7,1670,0.0,1800,11355,10,2.0,12,0
5296,350000.0,4,2.5,2140,7095,2.0,0.0,0.0,3,8,2140,0.0,1600,7182,4,9.0,12,3
5297,368500.0,5,2.75,2530,7601,1.0,0.0,0.0,3,7,1520,1010.0,2400,7776,12,9.0,12,4
5298,99000.0,2,1.0,960,8236,1.0,0.0,0.0,2,6,960,0.0,1260,8236,1,4.0,12,1
5300,430000.0,4,1.75,1710,7724,1.0,0.0,0.0,3,8,1710,0.0,1940,7724,8,8.0,12,2
5301,412500.0,3,1.5,1490,8475,1.0,0.0,0.0,4,7,1490,0.0,1490,8540,5,6.0,12,0
5304,535000.0,3,2.5,2210,7620,2.0,0.0,0.0,3,8,2210,0.0,1920,7440,5,9.0,12,0
5305,390000.0,3,1.5,1650,8676,1.0,0.0,0.0,4,8,1130,520.0,1400,8499,11,7.0,12,2
5306,499000.0,3,1.5,1260,3135,1.0,0.0,0.0,4,7,780,480.0,1540,3025,9,4.0,12,2
5307,375000.0,3,1.0,1960,7955,1.0,0.0,0.0,4,7,1260,700.0,1850,8219,7,6.0,12,2
